90,60
90,60
88,59
88,59
88,59
90,60
90,60
91,61
91,61
91,61
91,61
91,61
93,62
93,62
94,63
94,63
94,63
93,62
93,62
93,62
93,62
93,62
91,61
91,61
93,62
93,62
91,61
91,61
91,61
90,60
90,60
88,59
88,59
87,58
87,58
87,58
85,57
85,57
85,57
84,56
84,56
82,55
82,55
81,54
81,54
81,54
81,54
81,54
81,54
81,54
81,54
82,55
82,55
82,55
82,55
91,61
84,56
84,56
84,56
84,56
85,57
85,57
85,57
87,58
87,58
87,58
87,58
87,58
87,58
87,58
88,59
88,59
88,59
91,61
91,61
91,61
91,61
93,62
93,62
93,62
94,63
94,63
96,64
96,64
96,64
97,65
97,65
96,64
96,64
97,65
99,66
99,66
100,67
100,67
100,67
100,67
100,67
100,67
100,67
100,67
100,67
100,67
100,67
100,67
100,67
100,67
100,67
100,67
100,67
99,66
99,66
99,66
99,66
99,66
97,65
97,65
96,64
96,64
96,64
96,64
96,64
94,63
94,63
100,75
94,63
94,63
93,62
93,62
93,62
93,62
93,62
93,62
93,62
93,62
93,62
94,63
94,63
94,63
96,64
96,64
97,65
97,65
97,65
100,67
100,67
100,68
100,68
100,69
100,69
100,69
100,70
100,70
100,70
100,70
100,70
100,70
100,70
100,70
100,69
100,69
100,69
100,69
100,69
100,68
100,68
100,68
100,68
100,68
100,69
100,69
100,70
100,70
100,70
100,71
100,71
100,72
100,72
100,72
100,74
100,74
100,77
100,77
100,80
100,80
100,80
100,83
100,83
100,86
100,86
100,86
100,91
100,91
100,95
100,95
100,95
100,99
100,99
100,101
100,101
100,104
100,104
100,104
100,107
100,107
100,110
100,110
100,110
100,112
100,112
100,116
100,116
100,117
100,117
100,117
100,118
100,118
100,119
100,117
100,117
100,116
100,116
100,116
100,116
100,116
100,116
100,116
100,115
100,115
100,113
100,113
100,113
100,112
100,112
100,111
100,111
100,110
100,110
100,110
100,109
100,109
100,108
100,108
100,108
100,107
100,107
100,107
100,107
100,107
100,107
100,107
100,106
100,106
100,106
100,106
100,106
100,105
100,105
100,105
100,104
100,104
100,101
100,101
100,99
100,99
100,99
100,96
100,96
100,96
100,94
100,94
100,92
100,92
100,89
100,89
100,89
100,86
100,86
100,86
100,86
100,86
100,84
100,84
100,84
100,84
100,84
100,84
100,84
100,83
100,83
100,84
100,84
100,84
100,85
100,85
100,84
100,84
100,84
100,83
100,83
100,82
100,82
100,81
100,81
100,81
100,78
100,78
100,75
100,75
100,75
100,72
100,72
100,70
100,70
99,66
99,66
